,across,within,Subject,R,Sample rate,Samples,Thresholded electrodes,Sessions,Number thresholded,Total time (h),Average session length (h),Total electrodes,Proportion thresholded
0,0.932596530858076,0.2666108340171372,R1230J_RAM_CatFR1_0,[-19.77  45.9   34.9 ],250.0,883281,169,0.0,9,0.981,inf,178,0.051
1,0.8736776085355474,0.10643603191451284,R1201P_RAM_FR1_1,[ 51.4  -63.95  50.53],250.0,1570289,105,1.0,20,1.745,1.745,125,0.16
2,0.15577980276347295,0.3232233614248838,R1075J_RAM_FR1_0,[-34.66  50.07  25.13],250.0,1410000,89,1.0,31,1.567,1.567,120,0.258
3,0.9029187207459852,0.4363166519601527,R1204T_RAM_CatFR1_0,[55.28 14.73 17.77],250.0,756284,117,0.0,9,0.84,inf,126,0.071
4,0.9997018759214128,0.03547598393933343,R1093J_RAM_CatFR1_0,[-38.98   7.21 -73.77],250.0,713250,80,0.0,32,0.792,inf,112,0.286
5,0.19662079008443165,0.27513342656847545,R1230J_RAM_CatFR1_0,[-27.56 -34.8   20.47],250.0,883281,169,0.0,9,0.981,inf,178,0.051
6,0.7362381395645021,0.4053093573606816,R1065J_RAM_FR1_0,[24.07 41.29 17.58],250.0,4243000,135,5.0,53,4.714,0.943,188,0.282
7,0.08733675590308197,0.03627619854570156,R1077T_RAM_FR1_0,[ 22.54 -26.1  -31.1 ],250.0,3527750,92,3.0,28,3.92,1.307,120,0.233
8,0.1969634892068614,0.12690460656595767,R1243T_RAM_CatFR1_0,[-54.61   8.77   6.75],250.0,3157201,115,3.0,11,3.508,1.169,126,0.087
9,0.28782581305587523,0.2458072515268665,R1108J_RAM_CatFR1_0,[-31.51  -5.71 -43.31],250.0,4084750,154,3.0,12,4.539,1.513,166,0.072
10,0.7060608842052705,0.17595908027052226,R1189M_RAM_FR1_0,[ 8.57 31.    1.96],250.0,2585627,107,2.0,9,2.873,1.436,116,0.078
11,0.12461666776450747,0.386499433772427,R1221P_RAM_CatFR1_0,[-33.3   42.04  -0.42],250.0,2387307,82,2.0,34,2.653,1.326,116,0.293
12,0.6172111202385117,0.4256415200253473,R1075J_RAM_FR1_0,[ 52.22  25.53 -24.5 ],250.0,1410000,89,1.0,31,1.567,1.567,120,0.258
13,0.9385821735322538,0.204526612087298,R1260D_RAM_CatFR1_0,[-59.16 -65.73 -11.85],250.0,1463068,124,1.0,4,1.626,1.626,128,0.031
14,0.3868939217511917,0.3664020602049467,R1158T_RAM_CatFR1_0,[-42.85  35.22  21.45],250.0,511645,111,0.0,15,0.568,inf,126,0.119
15,0.794817144934076,0.5630396397161073,R1174T_RAM_FR1_0,[-29.17  20.27 -31.71],250.0,1414513,52,1.0,74,1.572,1.572,126,0.587
16,0.222014199379599,0.06853859003512959,R1226D_RAM_CatFR1_0,[-64.7   -8.73 -11.3 ],250.0,2998511,59,3.0,31,3.332,1.111,90,0.344
17,0.14844848610608666,0.08469452540218432,R1108J_RAM_CatFR1_0,[ 18.78 -33.16  -0.93],250.0,4084750,154,3.0,12,4.539,1.513,166,0.072
18,0.8154765463028402,0.2457160878017795,R1189M_RAM_FR1_0,[ 11.27 -25.98  24.86],250.0,2585627,107,2.0,9,2.873,1.436,116,0.078
19,0.5827148819819098,0.5816491406186858,R1171M_RAM_FR1_0,[-52.49   2.38 -45.95],250.0,1314988,79,1.0,37,1.461,1.461,116,0.319
